100197.xml,-10.470196549739226
10028378.xml,-11.295496929764042
10019967.xml,-10.731020162691912
10028362.xml,-10.553701803778166
10016667.xml,-9.993386111189462
10005375.xml,-9.448277052576135
10001646.xml,-9.781362679950409
10005380.xml,-9.805328392963721
10004158.xml,-9.987825644268785
10016881.xml,-9.829176629869366
