100197.xml,-10.707849547735455
10028378.xml,-11.544412249820121
10019967.xml,-10.765370011252738
10028362.xml,-10.772923914456738
10016667.xml,-10.16565485157071
10005375.xml,-9.54284554242511
10001646.xml,-9.960461453293796
10005380.xml,-9.933169688836152
10004158.xml,-10.131006366194043
10016881.xml,-9.87751539344047
